"OLST_attempt_id","RADAR_capture","MOCAP_Start_Time","MOCAP_End_Time","RADAR_Start_Frame","RADAR_End_Frame","Seconds_per_Frame","an","is_attempt_final","t_foot_up","t_stable","t_break","t_end","frame_foot_up","frame_stable","frame_break","frame_end","participant_id","label","movement_code","stance_leg","lifted_leg","stance_knee_vel_mean","stance_knee_vel_std","stance_knee_vel_max","lifted_knee_vel_mean","lifted_knee_vel_std","lifted_knee_vel_max","stance_knee_acc_mean","stance_knee_acc_std","stance_knee_acc_max","lifted_knee_acc_mean","lifted_knee_acc_std","lifted_knee_acc_max","com_disp_mean","com_disp_std","com_disp_max","com_range_x","com_range_y","com_vel_mean","com_vel_std","trunk_sway_x_std","trunk_sway_y_std","trunk_sway_x_range","trunk_sway_y_range","trunk_sway_vel_mean","trunk_sway_vel_std","doppler_centroid_mean","doppler_centroid_std","doppler_centroid_max","doppler_centroid_range","micro_vel_mean","micro_vel_std","micro_vel_max","micro_vel_energy","micro_acc_mean","micro_acc_std","micro_acc_max","amp_total_power_mean","amp_total_power_std","amp_total_power_range","amp_peak_power_mean","amp_peak_power_std","amp_variation_mean","amp_variation_std","amp_variation_max","COP_AP_range_mm","COP_AP_mean_mm","COP_AP_sd_mm","COP_ML_range_mm","COP_ML_mean_mm","COP_ML_sd_mm","COP_speed_mean_mm_s","COP_speed_sd_mm_s","COP_speed_max_mm_s","COP_speed_computed_mean","GRF_Z_mean_N","GRF_Z_sd_N","GRF_Z_cv_pct","GRF_Z_range_N","sway_path_length_mm","sway_path_per_second_mm_s","trial_duration_s"
"43_MNTRR_RR_V3_an1","43_MNTRR_RR_V3","7.62","29.2","193","761","0.03793","1","False","10.22","10.67","14.98","15.45","261","273","387","399","43","STABLE","MNTRR","R","L","0.521453","0.463214","2.47409","0.448214","0.276116","2.08071","0.176598","0.129472","0.832717","0.152454","0.125251","1.13681","8.12541","4.17742","16.4743","13.8112","27.5367","0.241923","0.107268","4.68717","7.81966","24.471","27.1793","0.218359","0.127069","0.0381363","0.161185","0.375132","0.680909","0.000885188","0.000536768","0.00234457","0.00000107168","0.0156926","0.0128186","0.0645834","100525","7671.97","41650.7","97.1866","10.7403","3075.99","4010.83","27236.3","26.4894","-12.4029","6.21386","32.8834","-125.433","10.5472","463.118","249.241","1770.95","463.171","604.086","8.34095","1.38076","49.4394","1996.17","463.149","4.31"
"43_MNTRR_RR_V3_an2","43_MNTRR_RR_V3","7.62","29.2","193","761","0.03793","2","False","18.33","18.85","22.53","23.07","475","489","586","600","43","STABLE","MNTRR","R","L","0.503252","0.352874","1.70996","0.43902","0.368518","1.82883","0.171339","0.10522","0.754168","0.144869","0.104812","0.640575","6.18993","2.65726","10.478","18.0679","11.3519","0.190735","0.103888","4.88867","4.09787","16.5593","15.1913","0.170634","0.0765578","-0.150322","0.112814","0.362206","0.544805","0.00101676","0.000588247","0.00226379","0.00000137983","0.0197249","0.0136714","0.0611113","91760.8","3284.12","20570.6","93.5828","2.97753","2096.25","1680.77","8232.98","28.5998","-4.55714","6.8138","28.8358","-122.665","7.62861","464.259","248.677","1734.41","464.296","604.291","6.93919","1.14832","49.4394","1708.5","464.266","3.68"
"43_MNTRR_RR_V3_an3","43_MNTRR_RR_V3","7.62","29.2","193","761","0.03793","3","True","26.45","27",NULL,"29.2","689","703",NULL,"761","43","STABLE","MNTRR","R","L","0.504214","0.394453","1.69813","0.628304","0.383141","1.60135","0.160284","0.0963379","0.51044","0.199929","0.160648","0.902757","7.64844","3.08448","12.8256","18.2955","17.9746","0.235602","0.146034","6.89941","5.48215","21.7377","19.324","0.193911","0.0923975","-0.192804","0.074219","0.328322","0.333655","0.00120616","0.000460923","0.00205201","0.00000166726","0.0122595","0.00851732","0.0385146","88882","2512.55","10153.6","90.5835","3.12694","2015.13","1527.53","5521.73","37.2087","0.426836","7.92241","29.3595","-118.078","7.87687","481.084","250.258","1514.43","481.199","604.231","7.31681","1.21093","38.4531","1058.56","481.165","2.2"
"43_MNTRR_RR_V4_an1","43_MNTRR_RR_V4","7.59","29.12","191","755","0.03814","1","False","9.98","10.38","15.01","15.35","253","264","385","394","43","STABLE","MNTRR","R","L","0.564945","0.448281","1.96368","0.635852","0.579834","3.4835","0.186112","0.129712","0.878647","0.14934","0.108414","0.811095","7.41274","3.2955","25.3174","21.8698","28.8164","0.266162","0.183384","3.69687","5.86263","17.626","25.5703","0.223804","0.135003","0.0192896","0.205816","0.546254","0.891028","0.00106984","0.000724349","0.00341408","0.00000166923","0.01664","0.0128391","0.0636905","100579","8671.97","49112.4","100.774","10.1186","3607.36","4795.24","31953","48.2274","8.87536","8.77035","33.6874","-146.653","9.54001","484.34","258.755","1656.07","484.412","602.421","8.25556","1.3704","49.7446","2242.87","484.421","4.63"
"43_MNTRR_RR_V4_an2","43_MNTRR_RR_V4","7.59","29.12","191","755","0.03814","2","False","18.39","18.74","21.99","22.23","474","483","568","574","43","STABLE","MNTRR","R","L","0.461725","0.400855","2.40652","0.701341","0.521377","3.11062","0.173888","0.14141","0.80949","0.146339","0.102674","0.626349","17.6802","11.2971","60.3385","42.0534","68.9799","0.354405","0.239556","13.0215","20.2402","47.006","78.3643","0.359706","0.268549","-0.196358","0.10342","0.480183","0.545169","0.00124098","0.00061958","0.00300114","0.0000019239","0.0189002","0.0124993","0.054349","87574.3","3082.06","15605.3","90.7164","3.93769","2271.93","1699.26","9671.95","45.2078","18.4769","11.4435","32.9124","-147.233","11.2973","481.432","255.138","1657.58","481.3","602.228","6.45557","1.07195","33.5703","1564.23","481.301","3.25"
"43_MNTRR_RR_V4_an3","43_MNTRR_RR_V4","7.59","29.12","191","755","0.03814","3","True","26.29","26.69","28.72","28.97","681","691","745","751","43","STABLE","MNTRR","R","L","0.694097","0.527225","2.68416","0.752604","0.579688","3.10924","0.226509","0.152832","0.819455","0.17564","0.122769","0.721706","16.5515","8.9864","52.7894","23.1018","66.8656","0.512923","0.314737","5.21962","19.7115","19.1757","75.624","0.478195","0.351302","-0.19892","0.0954576","0.398058","0.384067","0.00124325","0.00059661","0.00248787","0.00000190162","0.0179298","0.012433","0.0626145","90502.1","2202.15","9460.77","95.3267","3.47103","1912.24","1183.21","4983.14","54.416","5.80407","11.6547","41.5594","-148.029","12.1098","491.696","268.991","1564.25","491.693","601.227","9.52149","1.58368","45.7773","998.194","491.721","2.03"
"43_TRLGL_RR_V1_an1","43_TRLGL_RR_V1","7.59","29.74","190","767","0.03833","1","False","10.02","10.35","10.92","11.08","253","262","276","281","43","STABLE","TRLGL","L","R","0.460494","0.242273","1.21892","1.18333","0.648421","2.48102","0.159763","0.0781002","0.362724","0.235376","0.122357","0.523975","2.63429","0.711202","5.04063","4.37283","4.539","0.280829","0.112802","1.72582","3.1913","5.708","10.4963","0.251488","0.0908158","0.0346701","0.0688774","0.168599","0.251804","0.000381301","0.000294753","0.00105375","0.00000023227","0.0152093","0.00660047","0.0295203","109859","5749.67","17369.9","113.733","2.0688","6137.63","5169.25","15282.8","16.2889","0.48263","4.39627","8.01095","89.3695","1.83065","471.794","260.045","1679.22","471.54","597.822","10.2848","1.72038","53.7119","268.815","471.605","0.57"
"43_TRLGL_RR_V1_an2","43_TRLGL_RR_V1","7.59","29.74","190","767","0.03833","2","False","11.52","11.81","13","13.13","292","300","331","334","43","STABLE","TRLGL","L","R","0.761384","0.309279","1.45049","3.06406","3.43426","15.9557","0.204299","0.132642","0.754492","0.423497","0.294223","1.3093","13.1211","6.69052","38.7211","45.1819","21.9981","0.685974","0.392943","6.95627","6.34","23.6447","20.8493","0.485849","0.252345","0.204623","0.142136","0.403083","0.516929","0.00138143","0.000718607","0.00251927","0.00000242474","0.0161561","0.0112831","0.0450246","104677","2980.02","11418.6","98.1392","2.83204","2748.02","1742.65","5955.53","48.78","21.6271","12.2899","32.3956","72.2673","8.91952","476.061","261.128","1710.66","475.895","594.738","19.6633","3.30621","92.7744","566.323","475.902","1.19"
"43_TRLGL_RR_V1_an3","43_TRLGL_RR_V1","7.59","29.74","190","767","0.03833","3","False","13.59",NULL,NULL,"13.79","346",NULL,NULL,"351","43","UNSTABLE","TRLGL","L","R","1.21091","0.239937","1.53791","5.09641","2.2293","9.71465","0.225465","0.136707","0.56723","0.833728","0.354667","1.4905","9.63979","5.401","18.0726","5.30317","35.0703","1.81139","0.0807324","1.14517","6.27647","3.26833","20.387","1.04058","0.54601","-0.0312994","0.081189","0.160025","0.208058","0.000452365","0.00030186","0.00100015","0.000000295754","0.0259654","0.00684386","0.0322656","95241.6","2709.93","9027.8","94.3212","3.12334","4045.36","1982.55","6499","7.42901","66.2963","1.97364","3.98246","104.237","0.962788","493.787","271.088","1396.32","494.024","586.465","25.2334","4.30263","78.126","98.8159","494.08","0.2"
"43_TRLGL_RR_V1_an4","43_TRLGL_RR_V1","7.59","29.74","190","767","0.03833","4","False","14.95",NULL,NULL,"15.05","382",NULL,NULL,"384","43","UNSTABLE","TRLGL","L","R","0.24228","0.134014","0.445094","1.12397","0.391702","1.84813","0.113992","0.0331773","0.160203","0.382607","0.201341","0.860403","2.23995","1.31823","4.12917","6.26778","5.0135","0.807235","0.0638882","1.48615","2.10094","4.49567","6.27167","0.777455","0.156341","-0.120464","0.0596481","0.190981","0.145868","0.000752897","0.000372801","0.00119363","0.000000705834","0.0184296","0.0053552","0.0237848","90916","255.911","611.049","95.448","1.46766","518.852","92.1963","611.049","6.01146","34.1892","1.51868","2.54119","91.8112","0.650514","498.138","279.378","1378.28","500.696","586.848","15.1248","2.5773","44.2514","50.0715","500.715","0.1"
"43_TRLGL_RR_V1_an5","43_TRLGL_RR_V1","7.59","29.74","190","767","0.03833","5","False","16.11",NULL,NULL,"16.35","412",NULL,NULL,"418","43","UNSTABLE","TRLGL","L","R","0.371945","0.206219","0.784568","2.10638","1.30958","4.46662","0.140781","0.0731445","0.291899","0.384218","0.165825","0.71081","3.61999","1.82986","6.74609","5.88617","11.4728","0.600201","0.0389844","0.257609","4.51993","0.865667","14.699","0.618118","0.149109","-0.139995","0.138621","0.408106","0.451531","0.000952515","0.000780324","0.00255066","0.00000151619","0.0306769","0.0171104","0.0587813","91156.5","1650.54","5390.65","95.0677","3.81397","1316.24","638.625","2365.52","11.2806","-8.13919","3.20095","3.13586","85.0155","0.671303","465.75","263.924","1477.16","465.084","585.995","7.41914","1.26607","23.8047","111.601","465.002","0.24"
"43_TRLGL_RR_V1_an6","43_TRLGL_RR_V1","7.59","29.74","190","767","0.03833","6","False","16.45","16.61","18.91","19.06","421","425","485","489","43","STABLE","TRLGL","L","R","0.535349","0.372671","2.31277","1.54526","1.27874","6.1738","0.174453","0.125716","0.871415","0.294166","0.175024","1.13427","17.4104","8.74473","44.7764","28.4015","57.8194","0.433462","0.244987","12.705","17.0174","37.5803","56.819","0.404763","0.221785","-0.165829","0.141858","0.491606","0.70796","0.00118833","0.000669437","0.00307254","0.00000186026","0.0163973","0.0114499","0.0433493","92325.2","4268.7","24794.2","94.1975","3.69094","2913.02","2351.59","11784.4","35.2123","-9.33426","9.77838","34.4201","67.2072","13.4147","460.662","248.471","1526.12","460.668","599.701","14.1757","2.36379","85.145","1059.53","460.667","2.3"
"43_TRLGL_RR_V1_an7","43_TRLGL_RR_V1","7.59","29.74","190","767","0.03833","7","False","19.79","20.24","20.9","21.08","508","520","537","541","43","STABLE","TRLGL","L","R","0.577628","0.365488","1.69937","1.66297","1.18207","5.46435","0.197806","0.11144","0.476215","0.360553","0.241747","0.975269","5.09323","2.26911","12.6659","4.18394","16.1373","0.418701","0.246099","1.71888","6.92537","6.512","23.511","0.38705","0.150938","-0.0511241","0.268266","0.494761","0.908808","0.00144668","0.000905772","0.00309225","0.00000291329","0.0225864","0.0183549","0.0737818","97940","9008.64","28094.7","92.4028","3.2106","4119.63","3704.9","11874.3","10.1667","9.7405","2.26908","26.8309","86.4587","8.40072","473.668","254.86","1755.8","473.557","592.537","12.9718","2.1892","52.7964","312.553","473.565","0.66"
"43_TRLGL_RR_V1_an8","43_TRLGL_RR_V1","7.59","29.74","190","767","0.03833","8","False","21.99","22.2","24","24.16","565","571","618","622","43","STABLE","TRLGL","L","R","0.607922","0.381784","2.17449","1.68447","1.51823","6.51268","0.180183","0.118232","0.801971","0.334366","0.213293","1.09793","9.93708","5.09656","25.0135","8.84072","34.2082","0.496568","0.226283","2.48503","7.95591","8.19033","29.5227","0.337925","0.149698","-0.234282","0.090206","0.428468","0.406272","0.00146427","0.000563787","0.00267793","0.00000246193","0.0187246","0.0137038","0.0555137","93657.7","3544.65","16555.9","96.3966","3.90463","2551.31","1902.26","7661.13","36.2908","9.13227","7.82658","40.1632","80.9681","11.6003","478.273","253.94","1472.68","478.344","598.318","13.4558","2.24894","53.7119","861.04","478.356","1.8"
"43_TRLGL_RR_V1_an9","43_TRLGL_RR_V1","7.59","29.74","190","767","0.03833","9","False","25.31","25.62","26.01","26.22","652","660","670","676","43","STABLE","TRLGL","L","R","0.587547","0.177799","1.11391","4.16323","4.38113","13.6625","0.135828","0.0733421","0.297067","0.508148","0.362769","1.26923","7.65525","4.20523","18.2425","27.8064","10.1134","0.868959","0.325064","6.98774","2.68447","20.929","10.0557","0.69704","0.1491","-0.221144","0.0570371","0.330549","0.215416","0.00138215","0.000356482","0.00206593","0.00000203743","0.0125646","0.00852288","0.0274091","91466","1866.05","6920.75","96.1257","2.13844","1514.8","982.752","3314.78","16.6502","35.7619","3.39515","11.6048","75.1839","2.82753","470.328","243.282","1658.9","470.556","581.372","14.639","2.51802","43.9463","183.493","470.496","0.39"
"43_TRLGL_RR_V1_an10","43_TRLGL_RR_V1","7.59","29.74","190","767","0.03833","10","False","26.8",NULL,NULL,"27.24","691",NULL,NULL,"702","43","UNSTABLE","TRLGL","L","R","0.546198","0.271142","0.981394","4.2222","2.87004","8.58199","0.129977","0.0647386","0.25226","0.654551","0.470398","1.751","14.4699","8.03155","29.2829","39.4763","37.5653","1.26649","0.167104","8.16242","6.89643","27.3673","23.7093","0.852338","0.285379","-0.113807","0.0703767","0.240434","0.247239","0.00071838","0.000428179","0.00150271","0.000000699407","0.0105328","0.00734983","0.0248889","91790","2163.12","7558.64","95.7699","2.50939","3056.6","2070.92","6515.58","52.0551","36.2423","15.3448","2.97814","94.5099","0.67646","502.222","259.965","1490.34","502.685","598.865","13.7457","2.2953","58.8999","221.18","502.683","0.44"
"43_TRLGL_RR_V1_an11","43_TRLGL_RR_V1","7.59","29.74","190","767","0.03833","11","True","28.1","28.2",NULL,"29.74","725","727",NULL,"767","43","STABLE","TRLGL","L","R","0.536477","0.374282","1.77128","1.31501","1.51664","6.14864","0.1807","0.115138","0.811139","0.269131","0.186312","0.863611","6.46233","5.229","28.1699","8.0615","25.81","0.34996","0.294035","2.35929","4.98811","8.52167","23.1497","0.25219","0.25618","-0.166713","0.113533","0.347605","0.473728","0.00114242","0.000532965","0.00217253","0.00000158918","0.0157024","0.0117602","0.0466946","93318.9","4289.97","24948.2","93.3978","3.04679","2784.14","2452.79","13873.4","28.5188","4.75563","9.56941","30.6698","77.6242","8.25566","464.191","254.437","1662.08","464.138","600.065","10.0839","1.68047","50.355","714.805","464.159","1.54"
"43_TRLGL_RR_V2_an1","43_TRLGL_RR_V2","7.61","29.87","192","777","0.03801","1","False","10.04","10.3","10.85","10.97","255","262","277","280","43","STABLE","TRLGL","L","R","0.532794","0.308142","1.39135","1.52824","0.982193","4.01046","0.167295","0.0891607","0.424854","0.294259","0.184596","0.774052","3.56207","1.40375","8.22569","7.53872","5.48039","0.386052","0.186971","1.74853","0.830105","5.74233","3.29133","0.192292","0.117061","0.0322353","0.0735889","0.180227","0.268263","0.000435358","0.000250181","0.00112642","0.000000252127","0.0116638","0.00711098","0.0263926","107341","6277.26","26738.5","110.148","2.85792","7479.33","5360.9","20993.8","16.9646","-26.121","3.61908","4.98361","79.6217","0.910087","449.506","249.154","1359.67","449.586","592.496","7.0691","1.1931","32.6548","247.225","449.5","0.55"
"43_TRLGL_RR_V2_an2","43_TRLGL_RR_V2","7.61","29.87","192","777","0.03801","2","False","11.38","12.2","14.3","14.41","291","312","368","370","43","STABLE","TRLGL","L","R","0.495674","0.299131","1.40542","1.05069","1.02971","7.38687","0.1452","0.08547","0.42743","0.243141","0.190638","1.27298","7.28731","4.90893","25.6925","24.5073","19.3352","0.331569","0.221681","7.17992","6.63261","26.7917","26.1893","0.261292","0.174332","0.0308562","0.173066","0.45397","0.716325","0.000894788","0.000637605","0.00283731","0.00000120718","0.0131898","0.0111714","0.0466614","99452","6637.32","24851.9","97.4009","5.01681","1966.16","1695.1","6728.64","32.0338","1.44255","8.51486","19.8275","80.0272","5.06718","458.978","246.802","1516.45","459.095","598.997","11.4692","1.91474","72.6328","964.012","459.053","2.1"
"43_TRLGL_RR_V2_an3","43_TRLGL_RR_V2","7.61","29.87","192","777","0.03801","3","False","15.48","15.69","18.64","18.8","399","404","482","486","43","STABLE","TRLGL","L","R","0.435059","0.439391","2.83291","0.743544","0.622336","3.71091","0.144083","0.115121","0.791048","0.218803","0.179411","1.02108","10.4454","6.92931","41.8016","11.0292","54.4913","0.354484","0.218257","2.34315","14.1091","9.109","61.8377","0.294518","0.247922","-0.191764","0.113417","0.442136","0.570152","0.0012381","0.000637222","0.00276335","0.00000193894","0.0163208","0.0110219","0.0494079","93242.1","3538.78","17210.9","96.5418","4.89171","2092.26","2025.79","10571.3","29.7892","8.57577","8.18986","35.0371","81.853","8.75205","460.085","250.141","1626.67","460.199","601.117","10.6436","1.77063","57.6792","1357.54","460.183","2.95"
"43_TRLGL_RR_V2_an4","43_TRLGL_RR_V2","7.61","29.87","192","777","0.03801","4","False","20.2","20.52","21.94","22.05","523","531","569","571","43","STABLE","TRLGL","L","R","0.632165","0.389985","2.082","1.40691","1.3876","7.2141","0.179471","0.128109","0.856902","0.300345","0.219768","1.21423","12.485","7.59745","40.1279","12.6146","53.3828","0.57007","0.368729","3.72721","17.1193","13.5573","62.1397","0.527765","0.334556","-0.122465","0.136132","0.3366","0.633067","0.00100557","0.000546422","0.00210375","0.00000130975","0.0172492","0.0134209","0.0552569","94074.1","6435.63","29485.3","96.2717","2.79665","3220.32","2822.83","11709","38.4387","-17.4531","8.70542","37.9783","74.3188","11.7003","448.396","253.618","1445.43","448.576","597.073","14.6209","2.44877","75.0742","636.918","448.534","1.42"
"43_TRLGL_RR_V2_an5","43_TRLGL_RR_V2","7.61","29.87","192","777","0.03801","5","False","23.97","24.69","25.63","25.73","622","641","666","668","43","STABLE","TRLGL","L","R","0.861098","0.391896","1.94356","3.84374","4.29476","16.6554","0.261213","0.143553","0.697546","0.526864","0.322574","1.47133","15.8623","9.6229","43.4001","33.9049","57.1196","0.875301","0.46536","1.30737","13.3785","5.14167","42.2273","0.503582","0.149728","-0.163727","0.104475","0.349496","0.385067","0.00105528","0.000599895","0.00218435","0.0000014735","0.017619","0.0144725","0.0625602","90449.4","2750.53","9615.42","93.9604","4.77221","2159.68","1543.03","5751.25","20.8971","-0.749236","4.74332","32.7599","62.877","11.0121","468.302","254.993","1432.84","467.966","591.283","15.2037","2.5713","68.6655","439.953","468.035","0.94"
"43_TRLGL_RR_V2_an6","43_TRLGL_RR_V2","7.61","29.87","192","777","0.03801","6","False","26.87",NULL,NULL,"27.36","698",NULL,NULL,"711","43","UNSTABLE","TRLGL","L","R","0.47099","0.206744","0.909277","3.3987","2.12106","6.64352","0.144608","0.0654462","0.340636","0.351703","0.155347","0.677458","10.2726","5.59843","20.8556","12.3992","36.4461","0.803759","0.123124","0.630142","3.47318","2.526","12.62","0.29608","0.214918","-0.217861","0.0813789","0.346129","0.331924","0.00136163","0.000508618","0.00216331","0.00000211274","0.0184249","0.0114778","0.0428099","90761.8","2605.26","8708.29","95.5275","3.28503","3163.73","2000.76","6626.38","14.0163","7.50401","3.98854","6.81117","68.7138","1.84535","439.586","250.486","1308.64","439.406","604.401","15.1388","2.50476","57.9844","215.326","439.442","0.49"
"43_TRLGL_RR_V2_an7","43_TRLGL_RR_V2","7.61","29.87","192","777","0.03801","7","True","29.01","29.2",NULL,"29.87","755","760",NULL,"777","43","STABLE","TRLGL","L","R","0.540131","0.230406","0.973916","2.21594","1.38853","4.72369","0.158201","0.0801529","0.389406","0.384791","0.219427","1.12151","4.53551","2.78457","14.4633","5.26661","10.7985","0.411301","0.264171","1.708","1.82664","5.37267","5.52367","0.194658","0.10798","-0.092167","0.136773","0.292273","0.493373","0.000896815","0.000508214","0.00182671","0.00000106256","0.0171667","0.0158375","0.0660295","93468.5","4463.82","19745.4","94.0842","3.4308","2549.41","2100.44","6451.54","19.3617","-15.5033","4.24578","11.7542","82.2077","3.05544","461.148","247.513","1494.09","461.332","595.881","23.4215","3.93057","96.7417","309.131","461.389","0.67"
"43_TRLGL_RR_V3_an1","43_TRLGL_RR_V3","7.64","29.51","192","767","0.038","1","False","10.43","10.69","11.67","11.87","265","272","298","303","43","STABLE","TRLGL","L","R","0.757903","0.430239","2.46211","3.1541","2.7479","15.2941","0.255708","0.190821","1.10924","0.465075","0.343642","1.73003","14.6296","7.75477","38.8755","40.9026","37.2519","0.73692","0.391673","4.52029","9.94471","18.1397","29.7733","0.441083","0.1045","-0.0142613","0.116109","0.250703","0.452167","0.000608475","0.000405361","0.00156689","0.00000053456","0.0145558","0.0108333","0.0464287","107244","6217.1","26385.2","114.428","3.01791","6030.76","5192.14","18252.5","29.7424","-3.86607","7.13468","34.1937","64.7021","11.4634","476.596","261.001","1477.24","476.859","592.045","20.4587","3.4556","94.6054","467.314","476.851","0.98"
"43_TRLGL_RR_V3_an2","43_TRLGL_RR_V3","7.64","29.51","192","767","0.038","2","False","12.58",NULL,NULL,"12.8","322",NULL,NULL,"327","43","UNSTABLE","TRLGL","L","R","1.30445","0.310476","1.96781","6.28673","2.62295","9.58904","0.273888","0.156999","0.556734","0.664295","0.247432","1.10615","13.1339","7.6444","25.9482","19.7852","45.5689","2.27107","0.178976","3.16418","8.01246","10.265","26.6397","1.30296","0.279004","0.273846","0.0859792","0.39765","0.224475","0.00171154","0.00053737","0.00248531","0.00000321813","0.0104964","0.00915972","0.0261927","104021","2919.86","9204.63","98.9783","0.973223","2371.43","933.672","3263.25","19.6716","27.2489","5.71739","5.57017","91.1379","1.49918","456.513","233.458","1440.34","457.56","603.221","12.6935","2.10429","42.7256","100.656","457.529","0.22"
"43_TRLGL_RR_V3_an3","43_TRLGL_RR_V3","7.64","29.51","192","767","0.038","3","False","14.1","14.45","20.98","21.2","362","371","543","548","43","STABLE","TRLGL","L","R","0.49883","0.353671","1.99952","0.610121","0.569958","3.98412","0.158923","0.107911","0.79104","0.187335","0.151531","1.04624","13.7685","7.16943","46.0927","50.9014","43.3012","0.272912","0.140043","19.8985","11.6355","81.3103","51.3303","0.274806","0.17083","-0.167745","0.160315","0.629118","1.16688","0.00127338","0.00069397","0.00393199","0.00000210309","0.0170577","0.0153103","0.0855922","92857.3","5620.13","36376.3","93.2697","3.48019","2739.22","2546.61","17240.9","62.6594","-7.23541","13.9998","33.8367","77.92","9.4208","463.38","251.298","1659.68","463.407","602.48","7.44676","1.23602","50.355","3026.14","463.421","6.53"
"43_TRLGL_RR_V3_an4","43_TRLGL_RR_V3","7.64","29.51","192","767","0.038","4","False","22.68",NULL,NULL,"23.29","587",NULL,NULL,"603","43","UNSTABLE","TRLGL","L","R","0.622471","0.312727","1.4131","3.36916","1.55578","5.6405","0.207158","0.145831","0.778559","0.539267","0.264377","1.20644","7.31225","2.76796","14.9679","11.9446","15.5853","0.672713","0.17806","5.00434","5.25663","19.5877","18.1037","0.498053","0.278554","-0.158305","0.0782214","0.273969","0.265849","0.000989404","0.000488884","0.00171231","0.00000121793","0.0118075","0.00814596","0.0277953","91548.9","2202.53","9647.78","94.5071","3.33264","2115.78","1609.31","5715.88","27.7103","5.66096","7.1359","12.3919","83.4064","3.40451","469.024","260.009","1639","469.167","601.961","32.2597","5.35911","113.526","286.214","469.203","0.61"
"43_TRLGL_RR_V3_an5","43_TRLGL_RR_V3","7.64","29.51","192","767","0.038","5","False","23.6","23.88","27.23","27.44","612","619","707","713","43","STABLE","TRLGL","L","R","0.55101","0.386368","2.3042","0.885799","0.533162","2.80543","0.182502","0.116089","0.645491","0.228745","0.1654","1.19484","18.7449","11.595","62.4937","69.1894","54.2528","0.411203","0.221799","25.9694","11.5385","89.9683","57.3163","0.417138","0.282711","-0.185564","0.0878804","0.355884","0.391881","0.00116483","0.000538447","0.00222427","0.00000164675","0.0164111","0.0118431","0.0625283","90244.7","2849.95","14244.2","92.5978","3.81929","2133.68","1622.82","8179.8","66.5029","14.0099","17.6336","32.916","80.2055","7.8312","458.981","246.548","1552.23","459.007","602.334","10.6219","1.76345","74.769","1537.68","459.009","3.35"
"43_TRLGL_RR_V4_an1","43_TRLGL_RR_V4","7.64","29.81","194","778","0.03795","1","False","10.21","10.54","11.83","12.04","261","270","304","309","43","STABLE","TRLGL","L","R","0.717027","0.311193","1.49115","2.50793","2.23302","14.5632","0.208761","0.115948","0.586928","0.471654","0.317943","1.51082","15.9343","9.55507","47.1578","43.3893","47.4547","0.664617","0.404857","4.05494","13.1842","17.9173","43.1187","0.446392","0.16382","-0.0704778","0.111778","0.311064","0.468729","0.000662319","0.000493375","0.00194415","0.000000682086","0.0136138","0.0101846","0.0342508","102062","6189.82","27032.5","108.131","3.47568","5459.58","5074.93","20061.5","27.345","-2.77681","6.69372","38.0456","69.909","12.0883","473.512","249.84","1475.56","473.621","595.579","18.9308","3.17856","84.2295","610.949","473.604","1.29"
"43_TRLGL_RR_V4_an2","43_TRLGL_RR_V4","7.64","29.81","194","778","0.03795","2","False","12.58",NULL,NULL,"13.4","324",NULL,NULL,"345","43","UNSTABLE","TRLGL","L","R","0.564224","0.206981","1.07235","3.79994","2.51378","8.84035","0.182746","0.102563","0.471224","0.506222","0.264627","1.16233","21.6036","12.0599","45.3146","35.9591","78.0019","1.06671","0.346341","5.91655","13.3543","18.7383","47.9163","0.651771","0.407288","0.199991","0.120865","0.45171","0.481819","0.00126705","0.000726345","0.00282319","0.000002133","0.0175835","0.0118264","0.0383917","101468","3501.19","13448.1","94.4542","1.75341","1969.03","1195.13","4358.79","20.4262","48.5838","3.62337","33.5654","88.8","9.93788","488.195","265.78","1580.81","488.077","601.385","16.1112","2.67901","68.0552","400.139","487.974","0.82"
"43_TRLGL_RR_V4_an3","43_TRLGL_RR_V4","7.64","29.81","194","778","0.03795","3","False","14.85","15.12","22.45","22.68","383","391","584","590","43","STABLE","TRLGL","L","R","0.561762","0.381611","2.29082","1.04988","0.640759","4.71759","0.176369","0.118866","0.79159","0.263415","0.169725","1.15101","16.6159","6.44914","41.5518","34.9646","62.4247","0.366038","0.182851","14.7027","12.5425","44.5653","64.3747","0.288895","0.184171","-0.180256","0.15085","0.637365","1.11198","0.00131028","0.000664287","0.00398353","0.00000215812","0.0171677","0.0147173","0.0825791","92417.8","4861.54","33803.9","92.6895","3.43557","2517.49","2064.78","11794","49.0477","-18.6584","11.4174","46.0591","72.7816","11.8516","469.575","253.145","1906.13","469.631","602.611","9.69571","1.60895","58.2895","3442.2","469.604","7.33"
